tweet,target,,,,,,,,,,
لوڑا کھا میرا,1,,,,,,,,,,
لوڑا ہا ہا ہا ہا,1,,,,,,,,,,
لوڑو لوڑو یدھو لوڑو,1,,,,,,,,,,
لوڑے تمہیں پاکستان کی فیفا رینکنگ پتہ ہے آگیا سالا فٹ بال کھیلنے,1,,,,,,,,,,
لوڑے تیری ویڈیو لوڑا دیتا نہیں,1,,,,,,,,,,
لوڑے لگ گئے سب ,1,,,,,,,,,,
لوڑے لگ گئے شام ادریس کے بھائی بالکل ٹھیک بات اور بہت بڑا دلا ہے سالا,1,,,,,,,,,,
لوڑے لگا دئیے تم نے بھوسڑی کے کو لو یو,1,,,,,,,,,,
لوگ اس کی ویڈیو کو بھی ناپسند کر رہے ہیں سچی میں چوتیا ہے یہ,1,,,,,,,,,,
لوگوں نے اس ویڈیو کو ناپسند کیا ہے یہ وہی ہے جن کی گانڈ پر کوڑے مارے گیئے تھے,1,,,,,,,,,,
لویو حجاب دکی بھائی گانڈ مارو اس سالے کی,1,,,,,,,,,,
لے بھائی اس پر ویڈیو بنا اور کھول کر داد وصول کر,0,,,,,,,,,,
لیکن ابھی بھی تم سے پیار کرتا ہوں,0,,,,,,,,,,
لیکن اپنی موٹر سائیکل کتنے میں بیچی,0,,,,,,,,,,
لیکن اچھا کام ہے آپ کا میں آپ کی تعریف کرتا ہوں,0,,,,,,,,,,
لیکن اس طرف کوئی رجحان نہیں ہے,0,,,,,,,,,,
لیکن اس کا اصل نام فراڈی ہے,0,,,,,,,,,,
لیکن اس کا لنڈ بہت بڑا ہے آؤ نا کبھی حویلی پر,0,,,,,,,,,,
لیکن اسلام تشدد نہیں سکھاتا,0,,,,,,,,,,
لیکن ان کی بغیرت اور چت قسم کی ویڈیوز نے مجھے پاگل بنا دیا,1,,,,,,,,,,
لیکن آپ بابوسر تو نہیں گیئے,0,,,,,,,,,,
لیکن بھائی یہ آخر میں کیا تھا اس کی تو شکل ہی چھڈو ہے سالے کی,1,,,,,,,,,,
لیکن تم ایک چوتیے ہو,1,,,,,,,,,,
لیکن چوتیا ہے کون,1,,,,,,,,,,
لیکن حادثہ والا چکر نہیں بتایا کتے,1,,,,,,,,,,
لیکن دکان والے نے کہا کہ سالے منہ مع لوڑا پھینک کر ماروں گا نکل میری دکان سے,0,,,,,,,,,,
لیکن دوسروں سے بری باتیں کر رہا ہے,0,,,,,,,,,,
لیکن کیوں اتنی گندی زبان کوئی ڈر نہیں,0,,,,,,,,,,
لیکن مسلم عورتوں کو ہی ضروری نہیں کہ وہ نقاب کریں,0,,,,,,,,,,
لیکن میں اب بہت خوش ہوں,0,,,,,,,,,,
لیکن میں ایک بہت اچھی بہوں ہوں,0,,,,,,,,,,
لیکن میں پسند نہیں کرتا,0,,,,,,,,,,
لیکن میں کہوں گا کہ دونوں گانڈ مرواؤ بہن چودی کی بھی کوئی حد ھوتی ہے,1,,,,,,,,,,
لیکن میں نے بی بی کا میوزک سنا ہے لیکن اس کو پہلے ایڈ کرو,0,,,,,,,,,,
لیکن ہم پیار کرتے ہیں عرفان بھائی,0,,,,,,,,,,
لیکن یہ دیپک کا لڑکا زیادہ بے عزتی نہیں کر رہا ہے,1,,,,,,,,,,
لینے کا کیا پلان ہے,0,,,,,,,,,,
مادر چود تیری گانڈ میں بمبو ڈالے گا بہن چود,1,,,,,,,,,,
مادر چود سالا پاکستان,1,,,,,,,,,,
مادر چود شام لونڈا فراگی تیری گانڈ میں گھوڑے کا لوڑا,1,,,,,,,,,,
مادر چود کیسے ڈسلائیک مار رہے ہو دکی بھائی کو نبڑو ویڈیو ٹھیک سے دیکھو,1,,,,,,,,,,
مادر چود ہے شام سالا لو یو دکی بھائی,1,,,,,,,,,,
مادرچود ادریس,1,,,,,,,,,,
مادرچود خود ہے زیادہ نہں ہو سکتا تو شام کو بدنام ہی کر کے دیکھ لیں,1,,,,,,,,,,
مادرچود مار اس شام کی,1,,,,,,,,,,
مادرچود وہ آئرن مین نہں ہے وہ بیٹ میں ہے,1,,,,,,,,,,
مار جاتے ہیں بہن کے لوڑے,1,,,,,,,,,,
ماریہ باجی آپ کو کچھ نہیں پتہ آپ بس گانا سنا کرو دکی کے بارے میں کوئی غلط بات نہں,1,,,,,,,,,,
ماں چود اس بھوسڑی کے والے کی,1,,,,,,,,,,
ماں چود اندھے کی آنکھ کول نہ کہ دھندے کی,1,,,,,,,,,,
ماں چود دو اس کی,1,,,,,,,,,,
ماں چود دی اس کی,1,,,,,,,,,,
ماں چود دی بھائی اس بھوسڑی کے کی تم نے ,1,,,,,,,,,,
ماں چود دی تو نے تو اس کی,1,,,,,,,,,,
ماں چود دی دکی بھائی لو یو انڈیا سے,1,,,,,,,,,,
ماں چود دیں گے اس کی اگر غلطی سے بھی برے کمنٹس کرنے کی کوشش کی تو,1,,,,,,,,,,
ماں چود کر رکھ دی آج تو ان سالوں کی,1,,,,,,,,,,
ماں چودو اس کی ہم آپ کے ساتھ ہیں,1,,,,,,,,,,
ماں کی چوت کو بند کرو کمینے تم ادریس کے چینل کو بند کرواؤ گے,1,,,,,,,,,,
ماں کی گانڈ لنگڑے کی,1,,,,,,,,,,
مبارک کو کیری آئی لو یو,0,,,,,,,,,,
مبارک ہو بھائی ایسی والی ہی چاہیے,0,,,,,,,,,,
مبارک ہو بھائی لاکھوں ویورز کے لیئے,0,,,,,,,,,,
مبارک ہو مجھے سبسکرائب کرو,0,,,,,,,,,,
مجھے ابھی تک سمجھ نہں آئی کہ کیری کو لاکھوں سبسکرائبرز کیسے مل گئے کون چوتیا لوگ ہیں جو اس کو سبسکرائب کرتے ہیں,1,,,,,,,,,,
مجھے اس کا موضوع بہت پسند ہے,0,,,,,,,,,,
مجھے ایسا ہی تو لگتا ہے,0,,,,,,,,,,
مجھے بتائیں کہ کس نے کیری کو لائیک کیا ہے,0,,,,,,,,,,
مجھے بمبئی میں جانا تھا پر میں بممبئی میں ہی رہ رہا تھا,0,,,,,,,,,,
مجھے بھی اپنا لوڑا گورا کرنا ہے مجھے بھی اپنی کریم دےدے اس کی شکل سے تو اچھا میرا لوڑا ہے,1,,,,,,,,,,
مجھے بھی ہمیشہ زندہ رہنے والی بوٹی دے دو شکریہ,0,,,,,,,,,,
مجھے پہلے سے ہی اس پر چوتیا پر غصہ آتا تھا آج دکی بھائی نے اس کو اور کھول کر رکھ دیا,1,,,,,,,,,,
مجھے تم پر فخر ہے بھائی,0,,,,,,,,,,
مجھے تو شروع سے ہی شام رنڈی نہں پسند,1,,,,,,,,,,
مجھے سٹار بوائے کا گانا بہت پسند آیا بہت اچھا کام تھا کیری,0,,,,,,,,,,
مجھے سمجھ نہیں آتا کہ کون بڑا چوتیا نا پسند کی بٹن کو کلک کرتا ہے,1,,,,,,,,,,
مجھے کالج جانا پسند نہیں ہے,0,,,,,,,,,,
مجھے کسی بھی وجہ سے سبسکرائبر چاہیئں,0,,,,,,,,,,
مجھے لاکھوں سبسکرائبر چاہیں مہربانی فرمائیں,0,,,,,,,,,,
مجھے لگا تو نے کہا ہے پھنس گیا تھا پھر دوبارہ دیکھا,0,,,,,,,,,,
مجھے نہں پتا پر چوتیا وہ نہں چوتیا وہ لوگ ہیں جو اس کی ویڈیوز دیکھتے ہیں,1,,,,,,,,,,
مجھے یہ ٹون اور میوزک بہت پسند ہے,0,,,,,,,,,,
مجھے یہ کہتے ہوئے شرم آرھی ہے کہ میں آسام سے ہوں,0,,,,,,,,,,
محترم حجاب بھائی صیح بجائی تم نے اس چوتیا کی میں تم کو اس کی داد دیتا ہوں,1,,,,,,,,,,
مذہب کے نام پر جب یہ چوتیاپا رہنا تب تک انڈیا پاکستان اور برصغیر کی حالت نہں بدل سکتی,1,,,,,,,,,,
مرے کمنٹ کو سب سے زیادہ لائیکس کرنے کا شکریہ,0,,,,,,,,,,
مری مدد کرنا پلیز میں ایک سافٹ وئیر چلا رہا ہوں لیکن اس کے لیے بٹ چاہیے اور میرے پاس بٹ نہں ہے کیا میں کیسے چل سکتا ہوں,0,,,,,,,,,,
مزہ آگیا بھائی اس میں جو گیم ہے اس کا نام کیا ہے,0,,,,,,,,,,
مزہ آگیا بھائی مگر یہ شکل اور عقل سے بھی چوتیا ہے,1,,,,,,,,,,
مزہ آگیا بھائی میری دعا ہے کی تم ہمیں اسی طرح محظوظ کرنے میں کامیاب رہو,0,,,,,,,,,,
مزہ آگیا تم ویڈیو بنانے میں مست ہو وہ سیکس کو ملانے ولا سین بہت اچھا تھا,0,,,,,,,,,,
مزہ آگیا کیری بھائی,0,,,,,,,,,,
مس وہ گیم پلے کی ویڈیو فیس کیم سے زیادہ پسند آیا,0,,,,,,,,,,
مست بھائی چھا گئے,0,,,,,,,,,,
مست ہے دکی بھائی شام کی گانڈ جلتےہوئے دیکھنے میں مزہ آیا بہت,1,,,,,,,,,,
مست ویڈیو ہے بھائی,0,,,,,,,,,,
مست ویڈیو ہے بھائی پہلے ولا بغیر شکل کے بنایا اس بار,0,,,,,,,,,,
مسٹر لوتھا ٹھیک ہے بھائی تم کرو,0,,,,,,,,,,
مسکان کالرہ پر کوئی ویڈیو بناؤیار,0,,,,,,,,,,
مسلمان کے شر سے مسلمان بچے رہیں اور غیر مسلم کی گانڈ مار دو,1,,,,,,,,,,
مشرہ جی تو توپ نکلے,0,,,,,,,,,,
مشرہ جی سب سے اچھا بہاری کریکٹر کر رہا ہے مجھے بہت پسند آیا,0,,,,,,,,,,
مشرہ جی کے لیے لائیک کرو یارو,0,,,,,,,,,,
مشرہ جی نے سب سے زیادہ کھیل کھیلا ہے,0,,,,,,,,,,
مشہور لوگوں کا ڈانس اور بیک گراؤنڈ میں میوزک,0,,,,,,,,,,
مطلب کچھ بھی فالتو میں چھیڑ سے چھیڑا لوگوں نے,0,,,,,,,,,,
معزز بھائی یہ چوتیا کبھی بھی کسی کو نہیں چھوڑے گا,1,,,,,,,,,,
معصومی ہا ہا ہا ہنس ہنس کے برا ہال ہو گیا بھائی کمال ہو گیا,0,,,,,,,,,,
ملائکہ پر ویڈیوز بنائیں,0,,,,,,,,,,
ممسئلوں کو حل کرنےوالا,0,,,,,,,,,,
ممی میرے ہیڈفون دیکھے ہیں کیا کیری مناتی,0,,,,,,,,,,
مناتی بھائی اترو میں ٹیکنیکل گروجی کو روسٹ کرنے لگا تھا کیا,0,,,,,,,,,,
مناتی بھائی گیم پر کب ویڈیو بنا رہا ہے تو,0,,,,,,,,,,
مناتی تم بہترین ہو سب سے اور وہ سموسہ مزے کا تھا,0,,,,,,,,,,
منٹ ہوا نہیں کہ کمنٹ آگئے,0,,,,,,,,,,
منٹوں میں لاکھوں دیکھنے والے واہ,0,,,,,,,,,,
منچلوں مہربانی کر کے آم چھی والے گانے پر بھی کچھ کہو,0,,,,,,,,,,
منچلے بالوں کی کٹنگ بہت بری ہے,0,,,,,,,,,,
منہ بند کروا دیا آپ نے اس سالے کا بہت بکواس کر رہا تھا آج کل وہ بہن چود,1,,,,,,,,,,
منوج سنگھ تیری ماں اور بہن کو رکھیل بنانے والے,0,,,,,,,,,,
مہربانی فرما کر ایک ویڈیو اس پوپی پر بھی بنائیں,0,,,,,,,,,,
مہربانی کر کے اپ میرے چینل کو سبسکرائب کریں پروان ٹیک,0,,,,,,,,,,
مہربانی کر کے اس بکواس پر بھی ایک ویڈیو بناؤ,0,,,,,,,,,,
مہربانی کر کے اکثر اپ لوڈ کیا کریں,0,,,,,,,,,,
مہربانی کر کے جھوٹی عورتوں پر ویڈیو بناؤ,0,,,,,,,,,,
مہربانی کر کے دنچک پوجا کا نیا گانا روسٹ کرو سیلفی لینے آجا,0,,,,,,,,,,
مہربانی کر کے فیس کیم بند کر کے گیم پلے پر دوبارہ آؤ,0,,,,,,,,,,
مہربانی کر کے مجھے سبسکرائب کریں اور میں بھی آپ کو سبسکرائب کروں گا,0,,,,,,,,,,
مہربانی کر کے ہماری مزاحیہ ویڈیو دیکھیں اور اگر اچھی لگے تو مہربانی کر کے رجسٹرہوں,0,,,,,,,,,,
مہربانی کرکے میرا چینل سبکرائب کریں میں مزاحیہ ویڈیوز کو اپ لوڈ کرتا ہوں,0,,,,,,,,,,
مہربانی کرکے میرا چینل کی ویڈیوز دیکھیں نہیں تو میں اس کو چھوڑ رہا ہوں,0,,,,,,,,,,
مہربانی کرو مجھے چاند پر نہں جانا ہے,0,,,,,,,,,,
مہربانی ہوگی مجھےآخری والا پورا گانا چاہیے,0,,,,,,,,,,
موہت مناتی بھی ہے,0,,,,,,,,,,
موہت نام لے رہا تھا بندہ تو کچھ تو منطق ہوگی کوئی دوست ہوگا موہت نام کا وغیرہ وغیرہ,0,,,,,,,,,,
میاں خلیفہ کی طرح دیکھا رہا ہے تولیکن جو بھی ہے میرا بہت پسندیدہ ہے تو,0,,,,,,,,,,
میر عامر بھائی یہ بہت سخت ہے,0,,,,,,,,,,
میرا اطلاعات کا وزیر کدہر ہے,0,,,,,,,,,,
میرا بہت پسندیدہ کیری,0,,,,,,,,,,
میرا تو بورڈ کا امتحان ہے اور تیاری تو بالکل بھی نہیں ہے,0,,,,,,,,,,
میرا خیال ہے کہ مجھے ویڈیوز دیکھنی چاہیے لیکن میں نے اب حادثاتی طور پر یہ ویڈیو دیکھی ہے,0,,,,,,,,,,
میرا خیال ہے کہ میں اپنی ساس کے ساتھ موم کی طرح سلوک کروں گی,0,,,,,,,,,,
میرا خیال ہے وہ جانتا ہے کہ وہ کتنے منٹ کی ویڈیو تھی,0,,,,,,,,,,
میرا دل چاہتا ہے شام کو ایک لوڑا ماروں اس کا خاندان پورا چود گیا,1,,,,,,,,,,
میرا دل کرتا ہے جب تک یہ یوٹیوب ہے میری تیری ساری ویڈٰیوز دیکھتا رہوں بہن چود آواز سن کر ہی ہنسی آجاتی ہے,1,,,,,,,,,,
میرہ خیال ہے یہ بندہ ٹھیک نہیں ہے,0,,,,,,,,,,
میرے بھائی تجھے تو خوش ہونا چاہئیے انتنی خوبصورت لڑکی تیرے ٹکڑوں پر زندہ ہے سالی تیرا نام لے کر بیرون ملک,1,,,,,,,,,,
میرے پسندیدہ حصہ کو شروع کریں,0,,,,,,,,,,
میرے چینل کا نام بھی اٹھا دوں یارنام ہے انڈین ٹھرکی چور,0,,,,,,,,,,
میرے ساتھ گھر میں مسلمان دوست رہتےہیں جو کہ غلط نہں ہے باقی دینا کے لیے وہ کمینے ہیں اگر میرا دوست کمینہ نہیں ہے تو باقی مسلمان کیوں کمینے ہو گئے,1,,,,,,,,,,
میرے شائقین لائیک بٹن کو دبائیں,0,,,,,,,,,,
میرے علاوہ کون کیری مناتی کی ویڈیوز کا انتظار کر رہا ہے,0,,,,,,,,,,
میرے لیول کا ویڈیو ہے,0,,,,,,,,,,
میری آرایس کی جوتی آپ کا انتظار کررہی ہے,0,,,,,,,,,,
میری خواہش ہے کہ میں اکیلا اس کو لاکھوں بار لائیکس کر سکوں,0,,,,,,,,,,
میری خواہش ہے کہ میں ایک سے زیادہ بار لائیک کر سکتا,0,,,,,,,,,,
میری سب سے آخری پسندیدہ انوپ جلوتا ہے,0,,,,,,,,,,
میری طرف سے ان کو بھی مبارک دے دینا کیری بھائی,0,,,,,,,,,,
میری ویڈیوز آپ سے بہتر ہیں میں اپنے آپ کو مارنے لگا ہوں,0,,,,,,,,,,
میں اب جب بھی کمپیوٹر پر گانے چلاتا ہوں تو مجھے یہ ویڈیو یاد آجاتی ہے,0,,,,,,,,,,
میں ابھی تک اسی کو دیکھ رہا ہوں,0,,,,,,,,,,
میں اس چوتیا کا انتظار کر رہا ہوں ویسے ویڈیو بہت اچھی تھی دکی بھائی,1,,,,,,,,,,
میں اس سے متفق ہوں کہ میں یہ لے لیتا ہوں یہ کہ کر کہ اس کی کیا ضرورت ہے,0,,,,,,,,,,
میں اس کی گندی والی بے عزتی چاہتی ہوں,1,,,,,,,,,,
میں اس کی ہر ویڈیو پر کمنٹ کرتا ہوں یہ ہے ہی چوتیا سالا بکواس کرتا ہے,1,,,,,,,,,,
میں اس ویڈیو کو کئی باردیکھ سکتا ہوں بہت دلچسپ اور مشرہ جی تو پکے بہاری لگ رہے ہیں,0,,,,,,,,,,
میں انڈیا سے ہوں اور سیٹھی چوتیا ہے سالا,1,,,,,,,,,,
میں ایسا سافٹ وئیر بنا رہا ہوں جو ان جیسے چوتیوں کے چینل بند کرے,1,,,,,,,,,,
میں آپ سے منتی پیار کرتا ہوں,0,,,,,,,,,,
میں آپ سےبھائی بہت متاثر ہوا ہوں اصل محنت تو آپ لوگ کرتے ہیں وہ تو صرف لوگوں کو چوتیا بنا رہا ہے,1,,,,,,,,,,
میں آپ کا بہت بڑا شائق ہوں مہربانی کر کے آپ میری دوستی قبول کریں,0,,,,,,,,,,
میں آپ کا بہت بڑا فین ہوں,0,,,,,,,,,,
میں آپ کا سب سے بڑا فائن ہوں اور اگر کوئی تمہارے بارے میں برا بولے گا تو میں اس کی گانڈ پھاڑ دوں گا,1,,,,,,,,,,
میں آپ کا فائن ہوں پلیز ویڈیو بناؤ میرا یار موڑ دو سچی دوستی,0,,,,,,,,,,
میں آپ کی ویڈیوز سے بہت پیار کرتا ہوں,0,,,,,,,,,,
میں بتا دوں کہ راج کمار ایک رنڈوہ اور بیٹی چود ہے,1,,,,,,,,,,
میں بس اس کے لیےانتظار کر رہا تھا,0,,,,,,,,,,
میں بمبئی سے ہوں میں شام کا بہت بڑا فین تھا پر اب وہ مجھ کو بھوسڑی کا چوتیا لگتا ہے,1,,,,,,,,,,
میں بنگلہ دیش سے ہو اردو بول نہں سکتا پر سمجھ آتی ہے یہ چوتیا ادریس کیسا نام ہے,1,,,,,,,,,,
میں بہت بے صبری سے شام کی میسج کا انتظار کر رہا ہوں میرا مطلب ہے اس چوتیا کا,1,,,,,,,,,,
میں بھی اس کو پسند کرتا ہوں,0,,,,,,,,,,
میں بھی ان دونوں کی ویڈیوز پسند کرتا ہوں,0,,,,,,,,,,
میں بیڈ سے نیچے گر گیا میرے پیچھے بندہ ڈال کر چلا گیا,0,,,,,,,,,,
میں پہلے اس کی ویڈیوز دیکھتا تھا پر ایک تو اتنا چوتیاپا کرکے دوسرا اتنی ہٹ دھرمی یہ بہت بڑا کمینہ ہے,1,,,,,,,,,,
میں پیار کرتا ہوں جس انداز سے وہ تم سب کی کھول کے مارتا ہے,0,,,,,,,,,,
میں تم سے بہت پیار کرتا ہوں۔ اچھا کام تھا,0,,,,,,,,,,
میں تم سے متفق ہو اوئے دلے,1,,,,,,,,,,
میں تم کو اس سے بہتر آدمی کامشورہ دیتا ہوں اس سے بھی خطرناک قسم کے لوگ ادھر رہتے ہیں,0,,,,,,,,,,
میں تمہارے چینل میں ہوں بہت اچھی ویڈیو ہے,0,,,,,,,,,,
میں تو پبجی نہیں کھیلتا لیکن لڑکیاں بھی کھیلتی ہیں کیا یہ گیم,0,,,,,,,,,,
میں تو تیرا بہت بڑا فائن ہو گیا عمل ردعمل مزاحیہ سب کچھ کمال کرتا ہے تو,0,,,,,,,,,,
میں چوتیا اس آدمی کو کہ رہا تھا آپ کو نہں معاف کرنا بھائی,1,,,,,,,,,,
میں حقیقت میں یہ چاہتا ہوں کہ تم یہ ویڈیو بناؤ,0,,,,,,,,,,
میں حیران ہوں کہ وہ کیوں کمنٹ نہیں کرتے نیچے او دلے او سورا,1,,,,,,,,,,
میں حیران ہوں کیری بھائی تم بہت عظیم ہو,0,,,,,,,,,,
میں دسمبر میں دوبارہ دیکھ رہا ہوں,0,,,,,,,,,,
میں دوبارہ لسی نہیں پی سکتا,0,,,,,,,,,,
میں صرف ابلیس کے بارے میں یہ کہتا ہوں کہ میں اس کو لنڈ مارتا ہوں,1,,,,,,,,,,
میں عمران خان کا فائن نہں ہو پر اس چوتیے نے اپنی اوقات دیکھا دی,1,,,,,,,,,,
میں کہتا ہوں کہ آپ نے کمال کر دیا اس کنجری کے بچے کو سبق سیکھا کر ایسے گانڈو لوگوں کو ایسا ہی جواب ملنا چاہیے,1,,,,,,,,,,
میں کیری مناتی کو بہت پسند کرتا ہوں اس کی ویڈیوز بہت زیادہ حیران کن ہیں,0,,,,,,,,,,
میں مسلمانوں کو سپورٹ کرتا ہوں,0,,,,,,,,,,
میں نہیں آیا بھائی اور وقت لگے گا ابھی لیکن کچھ اچھا بنایا کر,0,,,,,,,,,,
میں نے اس کا چینل ایک سال پہلے ہی ان سبسکرائب کر دیا چوتیا شام ہے یا گراگی ,1,,,,,,,,,,
میں نے اس کو تلاش کیا اور ویڈیو کلک کیا,0,,,,,,,,,,
میں نے اس کے پیج پر اس کی گانڈ مار ہی دی ہے,1,,,,,,,,,,
میں نے اس کے کمنٹ باکس میں کمنٹ لکھا تھا اس چوتیا نے تھوڑی دیر بعد ڈیلیٹ کردیا ,1,,,,,,,,,,
میں نے الکوحل پینا ختم کر دی ہے,0,,,,,,,,,,
میں نے ان کا بکواس چینل سبسکرائب کیا تھا لیکن بعد میں مجھے پتہ چل گیا کیا چوتیاپا سستا ترین شہرت پانے کے لیے ہے,1,,,,,,,,,,
میں نے ایک ماہ کے لیے رجسٹریشن کروائی ہے,0,,,,,,,,,,
میں نے بھی اس کی ویڈیو دیکھی ہے کیا تم ایسا کر سکتے ہوجو میں نے آپ کو ٹویٹر پر ویڈیو بھیجی ہے,0,,,,,,,,,,
میں نے تو اس بھوسڑی کے کی ویڈیوز دیکھنا ہی بند کر دی ہیں,1,,,,,,,,,,
میں نے تو اس چوتیا کو سبسکرائب بھی نہں کیا ہوا چھا کیا ہوا ہے آپ نے کام چک کر رکھو تھوڑا اور زیادہ,1,,,,,,,,,,
میں نے تو اس گانڈو کو بلاک کر دیا ہے,1,,,,,,,,,,
میں نے شروع سے ہی اس چھپکلی کی گانڈ والے کی کوئی ویڈیو ہی دیکھی میں یوٹیوبر ہوتا تو اس کی گانڈ پھاڑ دیتا,1,,,,,,,,,,
میں نے یوٹیوب کی گانڈ مار دے نہیں ہے اگریہ ویڈیو اس گانڈو کی وجہ سےیہ ویڈیو ہٹی ہے,1,,,,,,,,,,
میں نیا ہوں اور آپ کا کام بہت اچھا ہے,0,,,,,,,,,,
میں ہر آدمی کو جانتا ہوں لہذا کیری کو ان پر ویڈیو بنانی چاہیے,0,,,,,,,,,,
میں ہمیشہ ایسی ویڈیو کا انتظار کرتا ہوں جو اس نسلی چوتیا سالے پر بنائی گئی ہو,1,,,,,,,,,,
میں ہندو ہوں لیکن مسلمانوں اور سکھوں کے بارے بہت کچھ جانتا ہوں اگر یہ ویڈیو انہوں نے سکھوں کے بارے میں بنائی ہوتی تو انہوں نے کب کی اس کی گانڈ مار لی ہوتی,1,,,,,,,,,,
میں ہنسنا بند نہیں کرسکتا آج پہلی بار دیکھا کہ سموسے کو بھی حفاظت کے لیے استعمال کیا جا سکتا ہے,0,,,,,,,,,,
میں ہنسنا روک نہیں سکتا,0,,,,,,,,,,
میں وہ ویڈیو روک کر اس کے چینل پر اس کو گالی دینے گیا پر سب کچھ گانڈو نے بند کردیا,1,,,,,,,,,,
میں یہ دیکھ کر بتا سکتا ہوں کہ پاکستان انڈیا سے بہت اچھا ہے,0,,,,,,,,,,
میں یہ کہتا ہوں کی ایک رنڈی اور ایک عورت میں فرق ہوتا ہے وہ ایک رنڈی ہے ماں کی لوڑی جو بھی کرلو رنڈٰی رنڈی ہی رہتی ہے,1,,,,,,,,,,
میں یہ کہنا چاہتا ہوں کی شام ہے ہی دلا چوتیا اس کو جتنی گالیاں دو اتنی کم ہیں,1,,,,,,,,,,
میں یوٹیوب پر کبوتروں کے کھیل کی مشہوری کرتا ہوں,0,,,,,,,,,,
میں یوٹیوب پر نیا ہوں اور مجھے آپ کی مدد چاہیے پلیز میری مدد کریں,0,,,,,,,,,,
میں یوٹیوب والوں کو گزارش کرتا ہوں کہ وہ دیپک کلال کو بین کرے,0,,,,,,,,,,
میوزک انڈسٹری کا تو پتہ نہں لیکن یوٹیوب انڈسٹری ٹاپ پر ہے اور وہ بھی کیری کی وجہ سے,0,,,,,,,,,,
میوزک کی دنیا کیوں کہ پاکستان میں شام ادریس چوتیا بھی ہوتا ہے,1,,,,,,,,,,
میوزک ورلڈ تم چوتیا ہو,1,,,,,,,,,,
ناپسند کرو شام ادریس کے پیج کو چول بندہ ہے قسم سے بھوسڑی کا,1,,,,,,,,,,
ناراض بھائی اچھی ویڈیو ہے تمہاری بھی,0,,,,,,,,,,
ناصر جان اور نعمان سے جان چھوٹی اور اب یہ کتے کے بچے آگئے,1,,,,,,,,,,
نام کا پتہ کروا شام فراگی کا بھڑواہ ہے,1,,,,,,,,,,
نکھیل ویڈیو کا لنک بھیجنا آخری والی گانے کا,0,,,,,,,,,,
نمبر موٹا بھائی,0,,,,,,,,,,
نہ تو وکیل ہے نہ جج ہے نہ تو اپنی بہن کا یار ہے تیری ماں کو لنڈ,1,,,,,,,,,,
نہ سونے کا سریا اس کی گانڈمیں ڈنڈا دوں,1,,,,,,,,,,
نہں تھا پتہ مجھے اس بات کا ساقی کہ بلاگ اس لیول لے بہن چودی پر بھی کئے جاتے ہیں,1,,,,,,,,,,
نہیں بھائی تم سب سے جلتے ہو بس وہ ایک خالی یوٹیوبر ہے چھوڑو اس کمینے کو,1,,,,,,,,,,
نہیں بیٹا تیری ماں کو لنڈ دینا ہے اس کا,1,,,,,,,,,,
نہیں نہیں نہیں آخر ابھی بھی سمجھ میں آرہا ہے کوئلہ رگڑو اس پر,0,,,,,,,,,,
نوکیا کے کیمرہ کا سٹائل جاری رکھو یار اس کو,0,,,,,,,,,,
نیپالی بھائی سے آپ کے لیے بہت بہت پیار ہے,0,,,,,,,,,,
نیکھیل تیری بہن کی چت بھانگی,1,,,,,,,,,,
نیل شاہ نقاب کرنے والی بھی اپنی چوتیاپا کی حرکت بند کرے,1,,,,,,,,,,
نیو مونسٹر تو اپنی گانڈ مروا,1,,,,,,,,,,
نئے آنے والوں کی لیے جگنو آٹوز کی طرف سے فری سیر کرنے کا پروگرام ہے,0,,,,,,,,,,
ہا ہا اور ویڈیوز چاہیے,0,,,,,,,,,,
ہا ہا آجا مار مار,0,,,,,,,,,,
ہا ہا بھائی ٹھیک بولا,0,,,,,,,,,,
ہا ہا بھائی سپر ہے اور تم بھی,0,,,,,,,,,,
ہا ہا ٹٹے چاہیں بہت اچھا فک کرو,1,,,,,,,,,,
ہا ہا کیری کی اصلیت,0,,,,,,,,,,
ہا ہا محفل لوٹ لی کمال کردیا دیکھنا پھر کہیں سالا یہ چینل ہی بین نہ کروا دے,1,,,,,,,,,,
ہا ہا مزہ آگیا کیری بھائی,0,,,,,,,,,,
ہا ہا ہا  بہت اچھا بھائی آخر کار تم نہ کر دیا ابلیس جھوٹے چینل والے بہن چود,1,,,,,,,,,,
ہا ہا ہا  کم دھوئیں والی بیڑی ہے کیا بہت اعلی بھائی,0,,,,,,,,,,
ہا ہا ہا ارے واہ آپ تو کتنے بڑے چوتیا ہو,1,,,,,,,,,,
ہا ہا ہا اعلی یار شام ادریس کی گانڈ مار دے ویڈیو بنا بنا کر,1,,,,,,,,,,
ہا ہا ہا بہت اچھا شاباش,0,,,,,,,,,,
ہا ہا ہا بھائی آپ بہت مزاقیہ ہو,0,,,,,,,,,,
ہا ہا ہا بھائی تو اس کی گانڈ مار لے تھوک لگا کر ہا ہا ہا ہا,1,,,,,,,,,,
ہا ہا ہا کھجلانے سے جن آجاتا ہے میں بہت عرصہ سے کوشش کر رہا ہوں ہو نہں رہا,0,,,,,,,,,,
ہا ہا ہا کئی بار یہ ویڈیو دیکھی,0,,,,,,,,,,
ہا ہا ہا نہیں روک سکتا,0,,,,,,,,,,
ہا ہا یار دکی کی بجا دی تو نے بھوسڑی کا گانڈو,1,,,,,,,,,,
ہارش سنگھ ایک جیسا نام,0,,,,,,,,,,
